zip,state_name,density
45433,Ohio,71.900002
45502,Ohio,53.799999
45601,Ohio,65.300003
45612,Ohio,18
45613,Ohio,17.9
45614,Ohio,26.799999
45616,Ohio,7.3000002
45617,Ohio,162
45619,Ohio,90.400002
45620,Ohio,15.4
45622,Ohio,8.6000004
45623,Ohio,18.700001
45624,Ohio,89
45628,Ohio,25
45629,Ohio,43.599998
45631,Ohio,51.299999
45634,Ohio,23.799999
45636,Ohio,88.099998
45638,Ohio,107.7
45640,Ohio,34.599998
45644,Ohio,27
45645,Ohio,25.1
45646,Ohio,9.1000004
45647,Ohio,14.4
45648,Ohio,36.299999
45650,Ohio,11.2
45651,Ohio,15.6
45652,Ohio,40.900002
45653,Ohio,34.599998
45654,Ohio,6.3000002
45656,Ohio,19.700001
45657,Ohio,10.8
45658,Ohio,11.1
45659,Ohio,11.7
45660,Ohio,16.299999
45661,Ohio,29
45663,Ohio,40.299999
45669,Ohio,115.9
45671,Ohio,10.5
45672,Ohio,12.6
45674,Ohio,139.39999
45678,Ohio,10.4
45679,Ohio,18.700001
45680,Ohio,152.3
45681,Ohio,17
45682,Ohio,20.1
45684,Ohio,8.8000002
45685,Ohio,16
45686,Ohio,14.2
45688,Ohio,5
45690,Ohio,38.700001
45692,Ohio,41.400002
45693,Ohio,27.4
45694,Ohio,65.800003
45695,Ohio,7.0999999
45696,Ohio,15.4
45697,Ohio,18.299999
45698,Ohio,35.599998
45701,Ohio,88.900002
45710,Ohio,21.200001
45711,Ohio,8.3999996
45714,Ohio,111.5
45715,Ohio,23.799999
45723,Ohio,21.9
45724,Ohio,12.6
45727,Ohio,6.4000001
45729,Ohio,19.5
45732,Ohio,24.700001
45734,Ohio,6.0999999
45735,Ohio,13.3
45741,Ohio,8.3000002
45742,Ohio,43.099998
45743,Ohio,15.2
45744,Ohio,19.4
45745,Ohio,5.9000001
45746,Ohio,10.1
45750,Ohio,96.5
45760,Ohio,76.800003
45761,Ohio,20.299999
45764,Ohio,45.200001
45766,Ohio,18.1
45767,Ohio,9.5
45768,Ohio,22
45769,Ohio,24.4
45770,Ohio,11.7
45771,Ohio,21.5
45772,Ohio,19.200001
45773,Ohio,6.6999998
45775,Ohio,16.700001
45776,Ohio,15
45778,Ohio,13
45784,Ohio,34.900002
45786,Ohio,19.200001
45788,Ohio,12.6
45789,Ohio,6
45806,Ohio,71.800003
45807,Ohio,62.099998
45810,Ohio,52.200001
45812,Ohio,18.799999
45813,Ohio,24.9
45814,Ohio,28.4
45817,Ohio,40.299999
45821,Ohio,14
45822,Ohio,44.599998
45827,Ohio,14.8
45828,Ohio,71.599998
45830,Ohio,25.4
45831,Ohio,16.700001
45832,Ohio,16.1
45833,Ohio,59.700001
45835,Ohio,9.8999996
45836,Ohio,23.799999
45838,Ohio,141.39999
45840,Ohio,126.6
45841,Ohio,14
45843,Ohio,14.3
45844,Ohio,23.1
45845,Ohio,38.299999
45846,Ohio,23
45849,Ohio,10.6
45850,Ohio,23.5
45851,Ohio,7.5999999
45856,Ohio,19.1
45858,Ohio,18.9
45859,Ohio,143.7
45860,Ohio,25.1
45861,Ohio,60.900002
45862,Ohio,15.9
45863,Ohio,16.1
45864,Ohio,55.400002
45865,Ohio,57.799999
45867,Ohio,17.9
45868,Ohio,14.1
45869,Ohio,47.599998
45870,Ohio,184.60001
45871,Ohio,31.799999
45872,Ohio,53.900002
45873,Ohio,17.6
45874,Ohio,14.2
45875,Ohio,41.400002
45877,Ohio,29.700001
45879,Ohio,23
45880,Ohio,15.6
45881,Ohio,19.1
45882,Ohio,13.8
45883,Ohio,41.599998
45885,Ohio,69
45886,Ohio,10
45887,Ohio,25.700001
45889,Ohio,25.700001
45890,Ohio,17.5
45891,Ohio,44.599998
45894,Ohio,7.0999999
45895,Ohio,36.599998
45896,Ohio,21.200001
45897,Ohio,28.4
45898,Ohio,15
46001,Indiana,54.700001
46011,Indiana,86.599998
46017,Indiana,134.5
46030,Indiana,34.200001
46031,Indiana,17.700001
46034,Indiana,90.199997
46035,Indiana,17.9
46036,Indiana,57.299999
46039,Indiana,10.6
46040,Indiana,115.4
46041,Indiana,36.700001
46044,Indiana,52.299999
46049,Indiana,12.2
46050,Indiana,14.4
46051,Indiana,69
46052,Indiana,47.900002
46055,Indiana,151.8
46056,Indiana,37.400002
46057,Indiana,18.299999
46058,Indiana,31
46060,Indiana,167.8
46064,Indiana,101.8
46065,Indiana,37.200001
46068,Indiana,24.299999
46069,Indiana,28.299999
46070,Indiana,20
46071,Indiana,19
46072,Indiana,31.9
46075,Indiana,36.400002
46076,Indiana,14.8
46104,Indiana,13.4
46105,Indiana,17.700001
46106,Indiana,84.099998
46110,Indiana,13.3
46115,Indiana,20.200001
46117,Indiana,22
46118,Indiana,35.5
46120,Indiana,25
46121,Indiana,37.400002
46122,Indiana,64.300003
46124,Indiana,50.900002
46126,Indiana,55.200001
46127,Indiana,6.8000002
46128,Indiana,21.5
46130,Indiana,32.5
46131,Indiana,95.800003
46133,Indiana,12.8
46135,Indiana,48.700001
46140,Indiana,87.800003
46144,Indiana,157.10001
46146,Indiana,58.099998
46147,Indiana,21.4
46148,Indiana,38.5
46149,Indiana,27.799999
46150,Indiana,12
46151,Indiana,58.299999
46156,Indiana,13.9
46157,Indiana,44.099998
46158,Indiana,118.2
46160,Indiana,26.799999
46161,Indiana,28.200001
46162,Indiana,15.7
46163,Indiana,156.60001
46164,Indiana,65.099998
46165,Indiana,14.4
46166,Indiana,25.5
46167,Indiana,81.5
46171,Indiana,18
46172,Indiana,13.9
46173,Indiana,19.1
46175,Indiana,10.3
46176,Indiana,62.400002
46180,Indiana,15.5
46181,Indiana,41.599998
46182,Indiana,21.1
46186,Indiana,23.9
46290,Indiana,121
46301,Indiana,76.699997
46304,Indiana,174.3
46310,Indiana,78.300003
46340,Indiana,12.5
46341,Indiana,44.599998
46347,Indiana,25.700001
46348,Indiana,7.9000001
46349,Indiana,15.3
46350,Indiana,86.800003
46356,Indiana,57.299999
46365,Indiana,17.700001
46366,Indiana,28.1
46371,Indiana,36.700001
46374,Indiana,10.8
46376,Indiana,17.1
46379,Indiana,168.39999
46381,Indiana,99.199997
46382,Indiana,16.700001
46383,Indiana,175.7
46385,Indiana,184.60001
46390,Indiana,22
46391,Indiana,93.300003
46392,Indiana,28.1
46393,Indiana,103
46501,Indiana,21.299999
46504,Indiana,20.1
46506,Indiana,39.099998
46507,Indiana,87.900002
46508,Indiana,89.699997
46510,Indiana,20.9
46511,Indiana,25.6
46524,Indiana,26.299999
46526,Indiana,176.60001
46528,Indiana,142.2
46531,Indiana,26.299999
46532,Indiana,13.9
46534,Indiana,35.700001
46536,Indiana,45.799999
46538,Indiana,48.599998
46539,Indiana,27.799999
46540,Indiana,73.900002
46542,Indiana,31.299999
46543,Indiana,46.799999
46550,Indiana,63.700001
46552,Indiana,42.299999
46553,Indiana,42.200001
46554,Indiana,27.1
46555,Indiana,118.1
46562,Indiana,30.5
46563,Indiana,59.900002
46565,Indiana,48.200001
46567,Indiana,65.300003
46570,Indiana,20
46571,Indiana,49.5
46573,Indiana,40.299999
46574,Indiana,34.200001
46580,Indiana,113
46582,Indiana,84.199997
46701,Indiana,31.9
46702,Indiana,19.6
46703,Indiana,59.299999
46705,Indiana,30.700001
46706,Indiana,83.400002
46710,Indiana,41.200001
46711,Indiana,49.799999
46714,Indiana,43.900002
46721,Indiana,24.299999
46723,Indiana,47.599998
46725,Indiana,43.400002
46730,Indiana,19
46731,Indiana,13.6
46732,Indiana,53.900002
46733,Indiana,42
46737,Indiana,41.900002
46738,Indiana,117.1
46740,Indiana,25.5
46741,Indiana,69
46742,Indiana,26.5
46743,Indiana,34
46745,Indiana,36.200001
46746,Indiana,21.200001
46747,Indiana,28.4
46748,Indiana,108
46750,Indiana,52.799999
46755,Indiana,77.099998
46759,Indiana,8.5
46760,Indiana,21.200001
46761,Indiana,37.700001
46763,Indiana,28.1
46764,Indiana,16.9
46765,Indiana,159.10001
46766,Indiana,13.1
46767,Indiana,47.400002
46770,Indiana,19.9
46771,Indiana,34.299999
46772,Indiana,37.099998
46773,Indiana,17.9
46774,Indiana,121
46776,Indiana,24.5
46777,Indiana,43.700001
46779,Indiana,23.6
46781,Indiana,11.9
46783,Indiana,41
46784,Indiana,64.900002
46785,Indiana,24.4
46787,Indiana,23.4
46788,Indiana,35.400002
46791,Indiana,23.299999
46792,Indiana,13.4
46793,Indiana,29.799999
46794,Indiana,23.799999
46795,Indiana,39
46797,Indiana,29.700001
46798,Indiana,31.1
46809,Indiana,150.89999
46818,Indiana,109.7
46819,Indiana,132.10001
46901,Indiana,104.8
46910,Indiana,21
46911,Indiana,14
46913,Indiana,15.6
46914,Indiana,65.800003
46915,Indiana,110.4
46917,Indiana,13.3
46919,Indiana,21.9
46920,Indiana,12.8
46922,Indiana,175.89999
46923,Indiana,23.1
46926,Indiana,18.799999
46928,Indiana,26.4
46929,Indiana,24.200001
46932,Indiana,24.1
46936,Indiana,35
46938,Indiana,39.900002
46939,Indiana,8.6000004
46940,Indiana,17.299999
46941,Indiana,16.5
46946,Indiana,160.7
46947,Indiana,60.099998
46950,Indiana,8.8000002
46951,Indiana,13.2
46952,Indiana,73.900002
46953,Indiana,110.1
46959,Indiana,80.900002
46960,Indiana,11.3
46961,Indiana,78.900002
46962,Indiana,34.299999
46968,Indiana,77.199997
46970,Indiana,49.599998
46974,Indiana,15.7
46975,Indiana,26.200001
46978,Indiana,12.5
46979,Indiana,43.299999
46982,Indiana,23.9
46985,Indiana,7.9000001
46986,Indiana,21.299999
46988,Indiana,12
46989,Indiana,59.700001
46990,Indiana,10.3
46991,Indiana,22.700001
46992,Indiana,39.900002
46994,Indiana,18
46996,Indiana,14.7
47001,Indiana,55.200001
47003,Indiana,31.9
47006,Indiana,43.700001
47010,Indiana,11
47011,Indiana,13.8
47012,Indiana,23.799999
47016,Indiana,15.6
47017,Indiana,12.7
47018,Indiana,23.200001
47020,Indiana,23.4
47022,Indiana,38.099998
47023,Indiana,13.4
47024,Indiana,19.1
47025,Indiana,159.8
47030,Indiana,18.799999
47031,Indiana,33.599998
47032,Indiana,36.299999
47036,Indiana,24.5
47037,Indiana,20.9
47038,Indiana,18.700001
47040,Indiana,31.5
47041,Indiana,28.6
47042,Indiana,22.6
47043,Indiana,19.700001
47060,Indiana,43.5
47102,Indiana,70
47104,Indiana,83.199997
47106,Indiana,26.200001
47108,Indiana,10.7
47110,Indiana,23.299999
47111,Indiana,70.199997
47112,Indiana,39.900002
47114,Indiana,157.3
47115,Indiana,17.799999
47116,Indiana,10.4
47117,Indiana,20.5
47118,Indiana,9.5
47119,Indiana,97.800003
47120,Indiana,19.5
47122,Indiana,108.4
47123,Indiana,9.8999996
47124,Indiana,67.199997
47125,Indiana,15.4
47126,Indiana,46.900002
47135,Indiana,10.4
47136,Indiana,58.200001
47137,Indiana,9
47138,Indiana,22.9
47140,Indiana,24.9
47141,Indiana,18.9
47142,Indiana,12.3
47143,Indiana,51.599998
47145,Indiana,18
47147,Indiana,13.1
47161,Indiana,65.300003
47162,Indiana,14.1
47163,Indiana,32.400002
47164,Indiana,41.599998
47165,Indiana,30.200001
47166,Indiana,39.099998
47167,Indiana,27.200001
47170,Indiana,35.900002
47175,Indiana,15.6
47177,Indiana,28.299999
47201,Indiana,78.699997
47203,Indiana,128.60001
47220,Indiana,26.200001
47223,Indiana,10
47224,Indiana,10.9
47227,Indiana,12.6
47229,Indiana,24.9
47230,Indiana,15.6
47231,Indiana,15.9
47232,Indiana,34.5
47234,Indiana,16.1
47235,Indiana,17.1
47240,Indiana,26.9
47243,Indiana,65.699997
47244,Indiana,17.200001
47246,Indiana,28.5
47250,Indiana,40.900002
47260,Indiana,13.2
47264,Indiana,5.5999999
47265,Indiana,42.200001
47270,Indiana,16.799999
47272,Indiana,24.200001
47273,Indiana,23.1
47274,Indiana,52.5
47281,Indiana,9.1000004
47283,Indiana,21.799999
47302,Indiana,160.5
47303,Indiana,168.60001
47320,Indiana,47.700001
47325,Indiana,12.7
47326,Indiana,13.3
47327,Indiana,32.5
47330,Indiana,37.400002
47331,Indiana,47.5
47334,Indiana,47.400002
47336,Indiana,31.299999
47338,Indiana,39
47339,Indiana,19.5
47340,Indiana,21
47341,Indiana,24.1
47342,Indiana,20.799999
47345,Indiana,18.799999
47346,Indiana,35
47348,Indiana,32.599998
47352,Indiana,12.4
47353,Indiana,18.200001
47354,Indiana,14.7
47355,Indiana,17.5
47356,Indiana,41.400002
47357,Indiana,13.5
47358,Indiana,10.2
47359,Indiana,20.1
47360,Indiana,17.4
47362,Indiana,79.699997
47367,Indiana,102.5
47368,Indiana,31.4
47369,Indiana,15.1
47371,Indiana,21.6
47373,Indiana,28.5
47374,Indiana,154.10001
47380,Indiana,12.7
47383,Indiana,34.900002
47384,Indiana,23.6
47385,Indiana,41.799999
47386,Indiana,26.700001
47387,Indiana,17.1
47390,Indiana,26.1
47393,Indiana,17.700001
47394,Indiana,27.1
47396,Indiana,85.099998
47403,Indiana,138.2
47404,Indiana,158.3
47408,Indiana,144
47421,Indiana,58.799999
47424,Indiana,20
47427,Indiana,7.9000001
47429,Indiana,125.1
47431,Indiana,14.3
47432,Indiana,21.200001
47433,Indiana,19.200001
47436,Indiana,14
47437,Indiana,55.400002
47438,Indiana,31.200001
47441,Indiana,53.400002
47443,Indiana,10.7
47446,Indiana,32
47448,Indiana,14.7
47449,Indiana,8.1999998
47452,Indiana,20.299999
47453,Indiana,15.4
47454,Indiana,23.5
47455,Indiana,85.300003
47456,Indiana,17.6
